Date,Open,High,Low,Close,Adj Close,Volume
2019-04-29,5284.858398,5886.893555,5216.487793,5795.708496,5795.708496,107035835884
2019-05-06,5791.693359,7503.872070,5653.687500,6972.371582,6972.371582,141929602925
2019-05-13,6971.178223,8320.824219,6898.282227,8197.689453,8197.689453,199543788416
2019-05-20,8196.923828,8687.520508,7533.196777,8673.215820,8673.215820,173001140580
2019-05-27,8674.072266,9008.314453,8172.550781,8742.958008,8742.958008,173016477871
2019-06-03,8741.747070,8743.500000,7564.488770,7688.077148,7688.077148,140124650113
2019-06-10,7692.284668,9335.867188,7586.730957,8994.488281,8994.488281,135051141522
2019-06-17,8988.923828,11246.144531,8988.923828,10855.371094,10855.371094,136422336191
2019-06-24,10853.744141,13796.489258,10491.852539,10817.155273,10817.155273,221502737682
2019-07-01,10796.930664,12006.075195,9737.884766,11450.846680,11450.846680,181410821667
2019-07-08,11446.596680,13129.529297,10234.576172,10256.058594,10256.058594,180936684097
2019-07-15,10257.838867,11052.766602,9163.134766,10599.105469,10599.105469,157356814406
2019-07-22,10596.948242,10651.791016,9252.296875,9552.860352,9552.860352,112459229432
2019-07-29,9548.178711,11009.207031,9437.335938,10970.184570,10970.184570,110790788891
2019-08-05,10960.735352,12273.821289,10960.735352,11523.579102,11523.579102,141427393788
2019-08-12,11528.189453,11528.189453,9675.316406,10345.810547,10345.810547,120224711798
2019-08-19,10350.283203,10947.041992,9831.462891,10138.517578,10138.517578,112893851548
2019-08-26,10126.299805,10512.328125,9421.629883,9757.970703,9757.970703,104346358671
2019-09-02,9757.473633,10898.761719,9730.650391,10441.276367,10441.276367,116441433312
2019-09-09,10443.228516,10450.311523,9980.776367,10347.712891,10347.712891,102876391724
2019-09-16,10347.222656,10386.867188,9851.692383,10070.392578,10070.392578,107930839412
2019-09-23,10067.962891,10074.238281,7895.629395,8104.185547,8104.185547,124735468740
2019-09-30,8104.226563,8497.692383,7830.758789,7988.155762,7988.155762,97716137179
2019-10-07,7989.120605,8721.780273,7905.766113,8321.005859,8321.005859,118550918408
2019-10-14,8320.832031,8410.714844,7902.164063,8222.078125,8222.078125,105710167423
2019-10-21,8225.115234,10021.744141,7446.988770,9551.714844,9551.714844,176678165128
2019-10-28,9565.101563,9805.118164,9028.717773,9235.354492,9235.354492,180364809056
2019-11-04,9235.607422,9505.051758,8775.534180,9055.526367,9055.526367,160702732609
2019-11-11,9056.917969,9081.279297,8473.973633,8577.975586,8577.975586,134166660428
2019-11-18,8573.980469,8653.280273,6936.706543,7047.916992,7047.916992,171626385789
2019-11-25,7039.977051,7836.102051,6617.166992,7424.292480,7424.292480,162444865040
2019-12-02,7424.036133,7743.431641,7170.922852,7564.345215,7564.345215,121327747581
2019-12-09,7561.795410,7618.091797,6924.375977,7152.301758,7152.301758,122542519854
2019-12-16,7153.663086,7518.033203,6540.049316,7511.588867,7511.588867,165399102665
2019-12-23,7508.902344,7656.176270,7189.934082,7422.652832,7422.652832,161758217053
2019-12-30,7420.272949,7544.497070,6914.996094,7411.317383,7411.317383,149690652648
2020-01-06,7410.452148,8396.738281,7409.292969,8192.494141,8192.494141,184901289966
2020-01-13,8189.771973,9164.362305,8079.700684,8706.245117,8706.245117,241668743794
2020-01-20,8704.631836,8792.994141,8266.840820,8596.830078,8596.830078,165113602391
2020-01-27,8597.308594,9553.125977,8597.308594,9344.365234,9344.365234,212298356923
2020-02-03,9344.683594,10129.435547,9112.811523,10116.673828,10116.673828,239180811399
2020-02-10,10115.559570,10457.626953,9722.386719,9934.433594,9934.433594,300413081965
2020-02-17,9936.560547,10191.675781,9507.637695,9924.515625,9924.515625,303140360741
2020-02-24,9921.583008,9951.746094,8471.212891,8562.454102,8562.454102,299233009521
2020-03-02,8563.264648,9167.695313,8105.252930,8108.116211,8108.116211,276706069337
2020-03-09,8111.146484,8177.793457,4106.980957,5392.314941,5392.314941,326123224372
2020-03-16,5385.229492,6844.261719,4575.357910,5830.254883,5830.254883,309907233901
2020-03-23,5831.374512,6892.511230,5785.004395,5922.042969,5922.042969,272468247401
2020-03-30,5925.538574,7088.247559,5903.234375,6791.129395,6791.129395,259568096070
2020-04-06,6788.049805,7427.939453,6782.889648,6971.091797,6971.091797,274123270580
2020-04-13,6965.616699,7280.521973,6555.504395,7189.424805,7189.424805,248073118275
2020-04-20,7186.873535,7700.594238,6834.442383,7679.867188,7679.867188,247735013853
2020-04-27,7679.418945,9440.650391,7679.418945,8897.468750,8897.468750,327820350244
2020-05-04,8895.745117,9996.743164,8395.107422,8756.430664,8756.430664,361023995652
2020-05-11,8755.535156,9823.001953,8374.323242,9670.739258,9670.739258,325655447393
2020-05-18,9675.695313,9906.030273,8787.250977,8790.368164,8790.368164,247011272897
2020-05-25,8786.107422,9704.030273,8719.667969,9461.058594,9461.058594,221372861711
2020-06-01,9463.605469,10199.565430,9450.899414,9758.852539,9758.852539,194228716225
2020-06-08,9760.063477,9938.297852,9263.069336,9386.788086,9386.788086,160324519712
2020-06-15,9386.035156,9579.430664,8990.175781,9303.629883,9303.629883,138300100692
2020-06-22,9300.915039,9680.367188,8975.525391,9143.582031,9143.582031,125863637229
2020-06-29,9140.029297,9309.754883,8977.015625,9073.942383,9073.942383,102779717630
2020-07-06,9072.849609,9450.335938,9058.664063,9276.500000,9276.500000,113994286210
2020-07-13,9277.205078,9306.405273,9088.947266,9185.817383,9185.817383,106299733734
2020-07-20,9187.220703,10023.807617,9137.509766,9905.166992,9905.166992,120174678243
2020-07-27,9905.217773,12034.144531,9903.969727,11053.614258,11053.614258,188247005753
2020-08-03,11043.768555,11902.335938,11012.415039,11675.739258,11675.739258,147527884833
2020-08-10,11662.256836,12150.994141,11195.708984,11892.803711,11892.803711,173916901671
2020-08-17,11895.658203,12359.056641,11448.805664,11664.847656,11664.847656,161417688724
2020-08-24,11663.689453,11807.631836,11185.941406,11711.505859,11711.505859,149742951013
2020-08-31,11713.306641,12067.081055,9946.675781,10280.351563,10280.351563,221515306287
2020-09-07,10280.998047,10578.837891,9916.493164,10323.755859,10323.755859,264126813725
2020-09-14,10328.734375,11134.092773,10266.008789,10938.271484,10938.271484,210690462551
2020-09-21,10934.925781,10988.304688,10197.865234,10775.269531,10775.269531,263386919085
2020-09-28,10776.613281,10945.347656,10416.689453,10669.583008,10669.583008,343112501609
2020-10-05,10676.529297,11442.210938,10528.890625,11384.181641,11384.181641,256921249410
2020-10-12,11392.635742,11698.467773,11223.012695,11483.359375,11483.359375,162045277956
2020-10-19,11495.038086,13329.183594,11408.290039,13031.173828,13031.173828,210845277262
2020-10-26,13031.201172,14028.213867,12822.382813,13737.109375,13737.109375,240919962782
2020-11-02,13737.032227,15903.437500,13243.160156,15479.567383,15479.567383,238108964192
2020-11-09,15479.595703,16463.177734,14865.529297,15955.587891,15955.587891,206407256877
2020-11-16,15955.577148,18936.621094,15880.706055,18370.001953,18370.001953,274506990351
2020-11-23,18370.017578,19390.964844,16351.035156,18177.484375,18177.484375,301939363508
2020-11-30,18178.322266,19845.974609,18178.322266,19345.121094,19345.121094,253088772491
2020-12-07,19343.128906,19411.828125,17619.533203,19142.382813,19142.382813,193678842258
2020-12-14,19144.492188,24209.660156,19012.708984,23477.294922,23477.294922,281723269352
2020-12-21,23474.455078,28288.839844,22159.367188,26272.294922,26272.294922,339132207025
2020-12-28,26280.822266,34608.558594,25987.298828,32782.023438,32782.023438,379626054545
2021-01-04,32810.949219,41946.738281,28722.755859,38356.441406,38356.441406,538834804975
2021-01-11,38346.531250,39966.406250,30549.599609,35791.277344,35791.277344,508900951412
2021-01-18,35792.238281,37755.890625,28953.373047,32289.378906,32289.378906,423439379849
2021-01-25,32285.798828,38406.261719,29367.138672,33114.359375,33114.359375,495037340009
2021-02-01,33114.578125,40846.546875,32384.228516,38903.441406,38903.441406,449918619842
2021-02-08,38886.828125,49487.640625,38076.324219,48717.289063,48717.289063,580021243858
2021-02-15,48696.535156,58330.570313,46347.476563,57539.945313,57539.945313,470533297170
2021-02-22,57532.738281,57533.390625,43241.617188,45137.769531,45137.769531,766679775805
2021-03-01,45159.503906,52535.136719,45115.093750,51206.691406,51206.691406,333113779409
2021-03-08,51174.117188,61683.863281,49506.054688,59302.316406,59302.316406,373838576722
2021-03-15,59267.429688,60540.992188,53555.027344,57523.421875,57523.421875,393542542227
2021-03-22,57517.890625,58471.480469,50856.570313,55950.746094,55950.746094,403128836645
2021-03-29,55947.898438,60267.187500,55139.339844,58758.554688,58758.554688,408348561550
2021-04-05,58760.875000,61276.664063,55604.023438,60204.964844,60204.964844,406637390979
2021-04-12,60175.945313,64863.097656,52829.535156,56216.183594,56216.183594,508118943571
2021-04-19,56191.585938,57520.054688,47159.484375,49004.253906,49004.253906,444719708699
2021-04-26,49077.792969,58448.339844,48852.796875,56631.078125,56631.078125,335231529997
2021-05-03,56620.273438,59464.613281,52969.054688,58232.316406,58232.316406,458766142208
2021-05-10,58250.871094,59519.355469,43963.351563,46456.058594,46456.058594,483967915938
2021-05-17,46415.898438,46623.558594,30681.496094,34770.582031,34770.582031,563629210102
2021-05-24,34700.363281,40782.078125,33520.738281,35678.128906,35678.128906,350206489990
2021-05-31,35658.593750,39478.953125,34241.945313,35862.378906,35862.378906,248884892724
2021-06-07,35835.265625,39322.781250,31114.443359,39097.859375,39097.859375,298428017340
2021-06-14,39016.968750,41295.269531,33432.074219,35698.296875,35698.296875,269949570053
2021-06-21,35641.144531,35721.640625,28893.621094,34649.644531,34649.644531,305541799334
2021-06-28,34679.121094,36542.109375,32770.679688,35287.781250,35287.781250,231729218470
2021-07-05,35284.343750,35284.343750,32133.183594,34240.187500,34240.187500,178445862441
2021-07-12,34254.015625,34592.156250,31100.673828,31796.810547,31796.810547,147501894180
2021-07-19,31800.011719,35364.925781,29360.955078,35350.187500,35350.187500,156414750211
2021-07-26,35384.031250,42541.679688,35287.312500,39974.894531,39974.894531,237553113912
2021-08-02,39907.261719,45282.351563,37458.003906,43798.117188,43798.117188,226902699564
2021-08-09,43791.925781,48098.683594,42848.687500,47047.003906,47047.003906,234268000892
2021-08-16,47019.960938,49717.019531,43998.316406,49321.652344,49321.652344,236289722726
2021-08-23,49291.675781,50482.078125,46394.281250,48829.832031,48829.832031,223947952688
2021-08-30,48834.851563,51868.679688,46562.437500,51753.410156,51753.410156,256225023619
2021-09-06,51769.003906,52853.765625,43285.207031,46063.269531,46063.269531,293311066613
2021-09-13,46057.214844,48791.781250,43591.320313,47260.218750,47260.218750,226141953163
2021-09-20,47261.406250,47328.199219,39787.609375,43208.539063,43208.539063,270099994433
2021-09-27,43234.183594,49130.691406,40829.667969,48199.953125,48199.953125,223042115392
2021-10-04,48208.906250,56401.304688,47045.003906,54771.578125,54771.578125,261919545521
2021-10-11,54734.125000,62757.128906,54370.972656,61553.617188,61553.617188,277084548345
2021-10-18,61548.804688,66930.390625,59643.343750,60930.835938,60930.835938,257856648064
2021-10-25,60893.925781,63729.324219,58206.917969,61318.957031,61318.957031,256114057651
2021-11-01,61320.449219,64242.792969,59695.183594,63326.988281,63326.988281,227064607869
2021-11-08,63344.066406,68789.625000,62333.914063,65466.839844,65466.839844,259776276520
2021-11-15,65521.289063,66281.570313,55705.179688,58730.476563,58730.476563,253419951009
2021-11-22,58706.847656,59367.968750,53569.765625,57248.457031,57248.457031,243930001011
2021-11-29,57291.906250,59113.402344,42874.617188,49368.847656,49368.847656,276690611812
2021-12-06,49413.480469,51934.781250,46942.347656,50098.335938,50098.335938,208148497532
2021-12-13,50114.742188,50205.000000,45598.441406,46707.015625,46707.015625,214770398202
2021-12-20,46707.062500,51814.027344,45579.808594,50809.515625,50809.515625,175052499792
2021-12-27,50802.609375,51956.328125,45819.953125,47345.218750,47345.218750,203998848909
2022-01-03,47343.542969,47510.726563,40672.277344,41911.601563,41911.601563,276182787152
2022-01-10,41910.230469,44278.421875,39796.570313,43113.878906,43113.878906,199473804544
2022-01-17,43118.121094,43413.023438,34349.250000,36276.804688,36276.804688,196326044073
2022-01-24,36275.734375,38825.410156,33184.058594,37917.601563,37917.601563,178727434896
2022-01-31,37920.281250,42500.785156,36375.539063,42412.433594,42412.433594,143977109319
2022-02-07,42406.781250,45661.171875,41748.156250,42197.515625,42197.515625,176958095731
2022-02-14,42157.398438,44667.218750,38112.812500,38431.378906,38431.378906,144975794552
2022-02-21,38423.210938,40005.347656,34459.218750,37709.785156,37709.785156,190469710084
2022-02-28,37706.000000,45077.578125,37518.214844,38419.984375,38419.984375,187557375751
2022-03-07,38429.304688,42465.671875,37260.203125,37849.664063,37849.664063,175966999156
2022-03-14,37846.316406,42316.554688,37680.734375,41247.824219,41247.824219,184097042034
2022-03-21,41246.132813,46827.546875,40668.042969,46820.492188,46820.492188,188591889758
2022-03-28,46821.851563,48086.835938,44403.140625,46453.566406,46453.566406,223334181931
2022-04-04,46445.273438,47106.140625,42021.207031,42207.671875,42207.671875,188557001876
2022-04-11,42201.039063,42424.589844,39373.058594,39716.953125,39716.953125,174652159709
2022-04-18,39721.203125,42893.582031,38696.191406,39469.292969,39469.292969,184314843516
2022-04-25,39472.605469,40713.890625,37585.789063,38469.093750,38469.093750,216681007567
2022-05-02,38472.187500,39902.949219,33878.964844,34059.265625,34059.265625,239044762282
2022-05-09,34060.015625,34222.074219,26350.490234,31305.113281,31305.113281,357800928090
2022-05-16,31304.375000,31305.341797,28708.955078,30323.722656,30323.722656,196429842104
2022-05-23,30309.396484,30590.585938,28261.906250,29445.957031,29445.957031,212594819496
2022-05-30,29443.365234,32249.863281,29303.572266,29906.662109,29906.662109,203063587161
2022-06-06,29910.283203,31693.291016,26762.648438,26762.648438,26762.648438,215929645934
2022-06-13,26737.578125,26795.589844,17708.623047,20553.271484,20553.271484,309685915250
2022-06-20,20553.371094,21783.724609,19689.169922,21027.294922,21027.294922,175909056122
2022-06-27,21028.238281,21478.089844,20228.812500,20280.634766,20280.634766,42347230868
2022-06-29,20291.271484,20360.972656,19946.732422,20055.185547,20055.185547,24722872320
